roast_amount_kg,1st_malt_amount_kg,2nd_malt_amount_kg,mt_temperature,mt_time,wk_temperature,wk_steam,wk_time,total_cold_wort,ph,extract,color,woc_time,whp_transfer_time,whp_rest_time,1st_malt_color,2nd_malt_color
64.28498688,14051.00271,6067.880542,67.10732937,6861.725,105.2028961,6321.0,6589.75,963.2,5.589093518,15.32142628,18.39421229,3171.25,768.625,14.49458333,6.127499795,6.019999897
64.17751312,14033.21167,6070.030542,67.17704296,6518.8,105.2028961,6428.5,6585.45,961.05,5.637406063,15.46205552,18.53852148,3182.0,1241.625,14.49458333,6.127499795,6.019999897
64.17751312,14127.42429,6070.25625,67.03761578,6653.175,105.1680393,6278.0,6523.1,1010.5,5.666686285,14.98040431,18.04284964,3268.0,862.15,14.49458333,6.127499795,6.019999897
64.50006561,14116.19033,6160.438147,66.90167017,6542.45,105.1331825,7052.0,6749.925,953.525,5.536389017,14.23062027,13.10391533,3189.525,724.55,14.49458333,6.127499795,6.019999897
64.60747375,14025.08408,6022.6875,66.96790218,6491.925,105.1680393,6740.25,6574.7,963.2,5.598853421,14.83122234,13.10391533,3143.3,725.625,14.49458333,6.127499795,6.019999897
64.39252625,14124.52158,6070.525,66.90167017,6555.35,105.2028961,6761.75,6542.45,963.2,5.589093518,15.50957866,14.10571504,3140.075,727.775,14.49458333,6.127499795,6.019999897
64.17751312,14099.25908,6070.299292,67.00275898,6604.8,105.1331825,6525.25,6466.125,964.275,5.584701562,15.33276756,13.99173126,3139.0,724.55,14.49458333,6.127499795,6.019999897
28.27248688,14117.70625,6070.406897,67.00275898,6501.6,105.2028961,6439.25,6465.05,962.125,5.603733885,15.53436081,13.34129422,3136.85,725.625,14.49458333,6.127499795,6.019999897
24.18756561,14116.94304,6073.96521,66.96790218,6619.85,105.2028961,6321.0,6417.75,969.65,5.601293653,15.39139208,12.79333615,3149.75,728.85,14.49458333,6.127499795,6.019999897
23.43498688,14029.50271,5984.836792,67.00275898,6594.05,105.269124,6697.25,6788.625,951.375,5.541269481,15.46409464,13.7334383,3137.925,721.325,14.49458333,6.127499795,6.019999897
64.28505249,13986.18042,6068.525647,66.96790218,6748.85,105.4085594,6546.75,6710.15,947.075,5.598853421,15.5333838,14.30231044,3094.925,739.6,14.49458333,6.127499795,6.019999897
23.43498688,13803.26875,5978.55896,66.93304129,6804.75,105.2028961,6536.0,6839.15,953.525,5.642286015,15.4937183,12.85503371,3102.45,724.55,14.49458333,6.127499795,6.019999897
25.69246063,13966.07771,5807.6875,67.27812767,6717.675,105.1331825,6783.25,6807.975,959.975,5.656925869,15.5806814,13.23776748,3127.175,728.85,14.49458333,6.127499795,6.019999897
64.39252625,13959.4125,6069.18125,67.00275898,6649.95,105.1680393,6589.75,6794.0,955.675,5.603733885,15.58089259,13.77526748,3118.575,723.475,14.49458333,6.127499795,6.019999897
29.025,14040.46792,6075.3625,67.24327087,7091.775,105.1331825,6654.25,6614.475,984.7,5.627645648,15.41418073,12.77242208,3191.675,751.425,14.49458333,6.127499795,6.019999897
64.60747375,14021.17146,6072.449292,66.86681337,7006.85,105.0634689,7073.5,7269.15,961.05,5.521749163,14.96599358,13.00561763,3170.175,740.675,14.49458333,6.127499795,6.019999897
24.40251312,14021.92417,6075.201355,66.96790218,7214.325,105.1680393,6589.75,6551.05,955.675,5.623253691,15.10261633,11.91493156,3122.875,739.6,14.49458333,6.127499795,6.019999897
24.93994751,14011.44292,6079.232605,66.86681337,6773.575,105.0634689,6933.75,6787.55,963.2,5.656925869,15.55894972,13.12378371,3141.15,734.225,14.49458333,6.127499795,6.019999897
23.32751312,14005.85271,6074.663855,66.96790218,6634.9,105.1680393,6675.75,6788.625,963.2,5.661806333,15.47417543,12.81425023,3135.775,736.375,14.49458333,6.127499795,6.019999897
24.50998688,14044.70283,6071.911792,66.96790218,6511.275,105.1680393,6632.75,6601.575,959.975,5.666686285,15.5526145,12.88640585,3135.775,733.15,14.49458333,6.127499795,6.019999897
24.61746063,14020.99929,6071.0625,67.00275898,6676.825,105.2377529,6439.25,7131.55,964.275,5.666686285,15.44320414,12.91254845,3132.55,728.85,14.49458333,6.127499795,6.019999897
24.40251312,14088.24033,6077.286792,66.86681337,6797.225,105.5445009,6536.0,6630.6,965.35,5.603733885,15.60399085,13.04117208,3137.925,733.15,14.49458333,6.127499795,6.019999897
23.65,14087.06875,6073.75,66.93304129,6571.475,105.478273,7310.0,6986.425,966.425,5.488077497,15.33527212,13.34129422,3190.6,983.625,14.49458333,6.127499795,6.019999897
64.17751312,14093.14292,6076.856897,77.36932602,6774.65,105.5131298,6686.5,6915.475,964.275,5.743790543,14.92189,13.2168534,3137.925,733.15,14.49458333,6.127499795,6.019999897
64.5,14089.38042,6071.750647,66.90167017,6661.775,105.5793577,6847.75,6651.025,959.975,5.589093518,15.35821251,13.85787911,3136.85,731.0,14.47666667,6.019999897,6.127499795
24.50998688,14089.53054,6084.23125,66.96790218,6745.625,105.5793577,6880.0,6674.675,965.35,5.59397347,15.74229391,13.15515585,3146.525,731.0,14.49458333,6.127499795,6.019999897
26.55251312,14082.98396,6074.706897,66.90167017,6647.8,105.5445009,6783.25,6612.325,961.05,5.623253691,14.8615416,11.68801074,3129.325,729.925,14.49458333,6.127499795,6.019999897
64.28492126,14102.75283,6067.611792,66.86681337,6575.775,105.5445009,6912.25,6850.975,971.8,5.637406063,15.16789747,12.98993156,3156.2,742.825,14.49458333,6.127499795,6.019999897
23.32751312,14136.73396,6065.63396,66.86681337,6605.875,105.478273,7439.0,7086.4,964.275,6.124432397,14.76466329,12.19413962,3174.475,965.35,14.49458333,6.127499795,6.019999897
51.38498688,14568.02417,6068.751355,66.96790218,6563.95,105.4434162,6643.5,6654.25,964.275,5.724270737,15.12923462,12.96901748,3139.0,762.175,14.49458333,6.127499795,5.9125
64.17751312,13883.625,6065.41875,66.90167017,6583.3,105.478273,6761.75,6855.275,962.125,5.772582769,14.95815849,13.16561289,3136.85,746.05,14.49458333,5.9125,6.019999897
23.97248688,13965.80896,6067.407605,66.96790218,6734.875,105.478273,6589.75,6683.275,965.35,5.753062963,14.6884771,11.54265585,3146.525,736.375,14.49458333,5.9125,6.019999897
26.76752625,13951.35,6067.074292,66.90167017,6653.175,105.4434162,6546.75,6529.55,963.2,5.661806333,15.03855416,12.05924075,3139.0,742.825,14.49458333,5.9125,6.019999897
31.175,14033.26521,6070.25625,67.27812767,7128.325,105.4085594,6632.75,6591.9,971.8,5.705238414,14.76918955,11.80094779,3154.05,740.675,14.49458333,5.9125,6.019999897
27.73498688,14048.68054,6075.405542,66.90167017,6819.8,105.478273,6697.25,6815.5,961.05,5.589093518,15.42441223,13.83696504,3159.425,734.225,14.49458333,5.9125,5.9125
27.84259186,14015.14033,6065.63396,66.86681337,6738.1,105.4085594,6708.0,6815.5,964.275,5.632526112,14.90067451,12.04982941,3144.375,741.75,14.49458333,5.9125,6.019999897
37.40998688,14027.94375,6068.794397,66.86681337,6915.475,105.3737026,6622.0,7055.225,957.825,5.690598559,15.36249528,12.91777697,3123.95,747.125,14.49458333,5.9125,6.019999897
32.25,14030.94304,6066.870105,66.86681337,6774.65,105.3737026,6503.75,6520.95,964.275,5.671078241,15.25522451,12.7316386,3144.375,729.925,14.49458333,5.9125,6.019999897
28.16494751,14024.12771,6069.18125,66.93304129,6784.325,105.4085594,6170.5,6286.6,967.5,5.675958192,15.26647301,12.63856993,3154.05,749.275,14.49458333,5.9125,6.019999897
64.5,14012.93679,6072.40625,66.93304129,6649.95,105.4085594,6579.0,6524.175,976.1,5.55542134,15.3754087,13.25868156,3173.4,747.125,14.49458333,5.9125,6.019999897
27.73498688,14008.21792,6070.47146,67.03761578,6741.325,105.4085594,8202.25,7630.35,963.2,5.449524856,15.5604706,31.667,3170.175,936.325,14.49458333,5.9125,6.019999897
27.73505249,14004.29375,6076.007605,66.93304129,6756.375,105.3737026,6514.5,6425.275,958.9,2.310204142,15.17657579,31.667,3119.65,729.925,14.49458333,5.9125,6.019999897
27.62757874,14017.77429,6063.580542,66.90167017,6831.625,105.303989,6600.5,7409.975,961.05,2.310204142,15.35589043,31.667,3134.7,736.375,14.49458333,5.9125,6.019999897
64.82235565,14021.80554,6072.35271,66.86681337,7204.65,105.4434162,6503.75,6616.625,950.3,2.300444239,15.5546813,31.667,3100.3,728.85,14.49458333,5.9125,6.019999897
27.95,14012.84021,6067.988147,66.86681337,6797.225,105.478273,6374.75,6614.475,952.45,2.295564032,15.45803366,31.667,3102.45,728.85,14.49458333,5.9125,6.019999897
27.62751312,14018.69917,6059.72146,66.86681337,6714.45,105.478273,6579.0,6828.4,956.75,5.560301292,15.51077302,31.667,3112.125,725.625,14.49458333,5.9125,6.019999897
27.95006561,13942.69646,6077.78125,71.13683243,6705.85,105.4957014,6600.5,6889.675,948.15,5.59397347,15.3909169,31.667,3125.025,728.85,14.49458333,6.019999897,6.019999897
27.73505249,14042.13396,6069.12771,67.00275898,6752.075,105.478273,6643.5,6769.275,946.0,5.565181243,15.48137438,31.667,4205.4,728.85,14.49458333,6.019999897,6.019999897
23.54252625,14042.28408,6074.975647,66.96790218,6718.75,105.4434162,6643.5,6769.275,950.3,5.550541389,15.52754118,31.667,3106.75,723.475,14.49458333,6.019999897,6.019999897
23.54246063,14032.99646,6075.3625,67.31298447,6730.575,105.3737026,6482.25,6590.825,958.9,5.536389017,15.47920711,31.667,3125.025,733.15,14.49458333,6.019999897,6.019999897
26.12248688,14033.68408,6073.320105,66.93304129,6775.725,105.3388458,6686.5,6639.2,961.05,5.55542134,15.48203102,31.667,3119.65,728.85,14.49458333,6.019999897,6.019999897
25.90753937,14023.95554,6069.288855,67.45241575,6715.525,105.303989,6837.0,6761.75,953.525,4.726305282,14.34711885,31.667,3137.925,750.35,14.49458333,5.9125,6.019999897
25.04748688,14017.77429,6074.169397,66.90167017,6735.95,105.3388458,6804.75,6588.675,952.45,4.663352883,14.73047236,31.667,3105.675,721.325,14.49458333,5.9125,6.019999897
64.60747375,14025.29929,6069.71875,66.90167017,6604.8,105.3388458,7127.25,6723.05,962.125,5.623253691,15.44206002,13.95617682,3135.775,725.625,14.49458333,5.9125,6.019999897
28.16501312,14024.76179,6068.10625,67.82887735,6458.6,105.303989,6944.5,6701.55,966.425,5.589093518,14.8758821,12.61765585,3145.45,727.775,14.49458333,5.9125,6.019999897
38.91501312,14001.3375,6080.511792,67.20841408,6715.525,105.3737026,6794.0,6612.325,965.35,5.656925869,15.22601554,12.79333615,3144.375,731.0,14.49458333,5.9125,6.019999897
27.73498688,14016.28042,6071.27771,66.96790218,6630.6,105.3737026,6611.25,6519.875,978.25,5.632526112,15.21304625,12.24537911,3171.25,787.975,14.49458333,5.9125,6.019999897
27.62751312,14111.14917,6075.84646,67.24327087,6827.325,105.6142145,6987.5,6897.2,939.55,5.753062963,15.6740484,13.54730096,3209.95,722.4,14.49458333,5.9125,6.019999897
64.39252625,14099.20554,6079.232605,67.10732937,6684.35,105.7187931,6761.75,6718.75,943.85,5.565181243,15.35463917,13.12378371,3087.4,728.85,14.49458333,5.9125,6.019999897
26.55251312,14124.58667,6068.686792,77.40418282,6652.1,105.5131298,6546.75,6812.275,941.7,5.439764953,15.46663406,12.75255268,3079.875,725.625,14.49458333,5.9125,6.019999897
26.65998688,14090.65908,6076.588147,67.03761578,6789.7,105.5131298,6579.0,6858.5,933.1,5.531509066,15.61388865,12.34890585,3053.0,720.25,14.49458333,5.9125,6.019999897
26.55251312,13961.39033,6068.686792,66.90167017,7025.125,105.303989,6579.0,6771.425,954.6,5.526629114,15.39936301,12.49426074,3116.425,755.725,14.49458333,5.9125,6.019999897
48.26752625,14084.20908,6072.1375,66.90167017,6705.85,105.3737026,6546.75,6533.85,950.3,5.584701562,15.50460849,13.10391533,3090.625,734.225,14.49458333,5.9125,6.019999897
64.28492126,14090.65908,6070.836792,67.27812767,7162.725,105.2377529,6794.0,6657.475,956.75,5.796494532,15.41268702,14.32217882,3146.525,743.9,14.49458333,6.019999897,6.019999897
64.60760498,14092.27158,6081.651355,66.96790218,6711.225,105.1854677,6923.0,6691.875,963.2,5.844807076,15.16209331,14.0231034,3143.3,735.3,14.49458333,6.019999897,6.019999897
23.43498688,14081.46804,6071.707605,67.14218616,6538.15,105.269124,6493.0,6512.35,963.2,5.854566979,15.35230992,13.46468933,3139.0,743.9,14.49458333,6.019999897,6.019999897
64.28492126,14086.47771,6072.89021,66.93304129,6594.05,105.269124,6546.75,6742.4,957.825,5.854566979,15.22328339,13.52743258,3128.25,742.825,14.49458333,6.019999897,6.019999897
25.69246063,14094.42158,6079.006897,67.34784126,6639.2,105.303989,6536.0,6542.45,954.6,5.806254947,15.21967673,12.84457667,3113.2,735.3,14.49458333,6.019999897,6.019999897
25.58498688,14094.05625,6435.605603,81.45286121,6694.025,105.269124,6482.25,6547.825,954.6,5.806254947,15.24899489,12.51413014,3109.975,729.925,14.49458333,6.019999897,6.019999897
24.725,14072.65283,5897.71875,66.90167017,6562.875,105.3388458,6600.5,6529.55,952.45,6.018535912,15.14399699,13.06208615,3149.75,741.75,14.49458333,6.019999897,6.019999897
24.61746063,14088.4125,5988.663855,66.96790218,6795.075,105.303989,6546.75,6805.825,954.6,4.480351627,15.31190372,13.79618156,4876.2,733.15,14.49458333,6.019999897,6.019999897
24.725,14087.38054,5990.11521,67.20841408,6513.425,105.2377529,6654.25,8724.7,952.45,5.690598559,15.31231995,12.35936289,3108.9,734.225,14.49458333,6.019999897,6.019999897
26.12242126,14096.09917,5908.46875,66.96790218,6889.675,105.2377529,6450.0,6487.625,948.15,5.70963037,15.3340183,12.43151748,3094.925,728.85,14.49458333,6.019999897,6.019999897
27.62744751,14073.67429,5986.782605,67.03761578,6665.0,105.269124,6342.5,6532.775,948.15,5.724270737,15.34329944,12.71072452,3093.85,728.85,14.49458333,6.019999897,6.019999897
25.8,14085.08042,5985.911792,66.90167017,6777.875,105.269124,6439.25,6706.925,953.525,5.743790543,15.52136538,12.5036731,3101.375,731.0,14.49458333,6.019999897,6.019999897
64.5,14088.18679,5983.9875,66.96790218,6946.65,105.269124,6826.25,6760.675,953.525,4.422279179,15.20823448,14.28139637,3151.9,735.3,14.49458333,6.019999897,6.019999897
25.58498688,14086.62783,5986.1375,67.14218616,6657.475,105.269124,7052.0,6735.95,956.75,5.59397347,14.76807311,11.89401748,3118.575,737.45,14.49458333,6.019999897,6.019999897
25.47751312,14094.54021,5994.2,77.26824131,6658.55,105.2377529,7256.25,6843.45,966.425,5.61837374,15.33583034,13.557758,3148.675,733.15,14.49458333,6.019999897,6.019999897
26.12255249,14058.47417,6497.450647,66.90167017,7342.25,105.269124,6912.25,7431.475,964.275,5.61837374,15.01733303,12.33844881,3140.075,736.375,14.49458333,6.019999897,6.019999897
88.04252625,14078.02783,5216.11521,66.86681337,6689.725,105.269124,6654.25,6523.1,956.75,5.570061195,14.88538673,13.42390585,3119.65,732.075,14.49458333,6.019999897,6.019999897
64.60753937,14096.84033,6155.869397,67.24327087,6678.975,105.269124,6858.5,7302.475,968.575,5.546149433,15.67304575,13.77526748,3146.525,733.15,14.49458333,6.019999897,6.019999897
29.99246063,14066.375,6067.343042,67.14218616,6791.85,105.0286121,8094.75,8789.2,956.75,6.794947982,15.05253737,15.04581718,4227.975,735.3,14.49458333,6.019999897,6.019999897
64.17751312,14065.46167,6062.301355,67.27812767,7826.0,105.4434162,6987.5,6660.7,947.075,6.847652483,15.59908783,14.11617208,3094.925,724.55,14.49458333,6.019999897,6.019999897
64.17751312,14074.33042,6153.676355,67.00275898,6717.675,105.269124,7213.25,7102.525,943.85,6.488482159,15.50726837,13.85787911,3085.25,723.475,14.49458333,6.019999897,6.019999897
27.73498688,14068.47146,6159.588855,67.24327087,6746.7,105.5445009,6589.75,6619.85,950.3,5.570061195,15.33211502,12.87594779,3101.375,719.175,14.49458333,6.019999897,6.019999897
29.025,14069.69658,6068.213855,77.47389641,6773.575,105.3737026,6708.0,6703.7,951.375,5.613493788,15.70813168,13.03071504,3103.525,724.55,14.49458333,6.019999897,6.019999897
25.47751312,14079.75896,6155.557605,66.96790218,6622.0,105.269124,6933.75,6701.55,993.3,5.608613837,14.96661178,12.01845829,3214.25,800.875,14.49458333,6.019999897,6.019999897
26.12248688,14074.975,6067.24646,67.07247257,6704.775,105.0983257,7320.75,7405.675,958.9,5.73403064,14.70283349,44.99,3157.275,727.775,14.49458333,6.019999897,6.019999897
27.95,14010.78679,6075.84646,67.10732937,6718.75,105.1331825,6686.5,6534.925,957.825,5.762822866,14.92854098,44.99,3123.95,731.0,14.49458333,6.019999897,6.019999897
53.64252625,14171.61792,6074.23396,66.86681337,6611.25,105.2377529,6536.0,6756.375,954.6,5.743790543,15.58423576,44.99,3115.35,725.625,14.49458333,6.019999897,6.019999897
53.53505249,14180.80896,6081.49021,67.41755896,6602.65,105.2377529,6847.75,6643.5,958.9,5.743790543,15.541203,44.99,3123.95,728.85,14.49458333,6.019999897,6.019999897
53.75,14081.58667,6078.05,66.90167017,6574.7,105.1680393,6654.25,6537.075,958.9,5.757942915,15.49458613,44.99,3126.1,744.975,14.49458333,6.019999897,6.019999897
53.42751312,14061.5375,6068.85896,67.03761578,6591.9,105.1331825,6460.75,6573.625,963.2,5.719390786,15.39813328,44.99,3128.25,734.225,14.49458333,6.019999897,6.019999897
53.96501312,14068.95542,6070.138147,67.03761578,6730.575,105.2028961,6697.25,6548.9,959.975,5.79161458,15.41362712,44.99,3159.425,731.0,14.49458333,6.019999897,6.019999897
64.17757874,14055.78667,6070.20271,67.20841408,6597.275,105.1680393,6686.5,6781.1,963.2,5.81601485,15.42815984,44.99,3144.375,739.6,14.49458333,6.019999897,6.019999897
64.5,14066.47158,6073.255542,66.90167017,6649.95,105.1331825,6643.5,6499.45,964.275,5.570061195,15.30954883,44.99,3144.375,742.825,14.49458333,6.019999897,6.019999897
53.53505249,14069.76167,6111.59021,66.93304129,6644.575,105.1331825,6729.5,6572.55,955.675,5.536389017,15.49174531,44.99,3763.575,743.9,14.49458333,6.019999897,6.019999897
53.64252625,14056.86167,6110.719397,66.96790218,6645.65,105.1680393,6632.75,7507.8,958.9,5.478317082,15.38223448,44.99,3132.55,753.575,14.49458333,6.019999897,6.019999897
54.60992126,14061.5375,6114.643042,66.96790218,6677.9,105.2377529,6353.25,6447.85,962.125,5.526629114,15.30253083,44.99,3131.475,742.825,14.49458333,6.019999897,6.019999897
53.9648819,14050.73396,6090.4125,67.27812767,6661.775,105.3388458,7363.75,7484.15,958.9,5.584701562,14.82077761,14.27093933,3166.95,847.1,14.49458333,6.019999897,6.019999897
53.42751312,14032.28679,6120.555542,66.90167017,6628.45,105.3388458,6944.5,6710.15,968.575,5.666686285,14.76605346,12.70026748,3155.125,808.4,14.49458333,6.019999897,6.019999897
53.42757874,14061.80625,6105.505542,67.17704296,6669.3,105.303989,6783.25,6554.275,975.025,5.666686285,15.29182261,13.41344881,3171.25,787.975,14.49458333,6.019999897,6.019999897
28.27248688,14065.34304,6098.786792,66.86681337,6702.625,105.303989,6708.0,6689.725,970.725,5.637406063,15.29686301,12.70026748,3773.25,731.0,14.49458333,6.019999897,6.019999897
28.70257874,12602.70896,8434.826355,67.10732937,6598.35,105.303989,6708.0,6640.275,973.95,5.439764953,15.76400867,13.14469881,3168.025,734.225,14.49458333,6.019999897,6.019999897
28.80998688,12437.69646,8393.170105,67.10732937,6955.25,105.3737026,6654.25,6674.675,975.025,5.47343713,15.49567695,12.88640585,3164.8,732.075,14.49458333,6.019999897,6.019999897
24.61752625,12583.84292,8413.261792,66.86681337,6631.675,105.3737026,6794.0,6577.925,970.725,5.242123842,15.72462049,13.61527171,3205.65,737.45,14.49458333,6.019999897,6.019999897
24.50998688,12580.13396,8427.881897,66.93304129,6559.65,105.3737026,6600.5,6498.375,977.175,5.07815491,15.76149129,13.62991157,3180.925,739.6,14.49458333,6.019999897,6.019999897
24.40251312,12656.82429,8404.29646,77.43903961,6644.575,105.3737026,6923.0,6667.15,969.65,5.092794764,15.93298724,13.57867208,3165.875,734.225,14.49458333,6.019999897,6.019999897
24.50998688,12578.08054,8433.418042,66.93304129,6719.825,105.4085594,6751.0,6585.45,973.95,5.097674716,15.8688251,13.30992208,3351.85,861.075,14.49458333,6.019999897,6.019999897
24.51000328,12558.58042,8420.313855,67.14218616,6699.4,105.3737026,6665.0,7240.125,981.475,5.598853421,15.70840797,12.78287911,3197.05,775.075,14.49458333,6.019999897,6.019999897
54.2875,12575.66179,8421.055542,66.93304129,6703.7,105.3388458,6557.5,6703.7,975.025,5.647165966,15.72717528,13.56821504,3863.55,738.525,14.49458333,6.019999897,6.019999897
21.49993439,12574.43667,8415.745105,67.10732937,6572.55,105.269124,6579.0,6600.5,973.95,5.531509066,15.43491899,13.44481993,3168.025,740.675,14.49458333,6.127499795,6.019999897
20.74748688,12593.51792,8422.936792,66.90167017,6699.4,105.269124,6589.75,6651.025,973.95,5.570061195,15.68181429,13.16561289,3177.7,740.675,14.49458333,6.127499795,6.019999897
53.64252625,12590.17429,8401.006897,67.20841408,6654.25,105.303989,6589.75,6566.1,973.95,5.705238414,15.67047763,13.62991157,3186.3,748.2,14.49458333,6.127499795,6.019999897
26.65998688,12590.56167,8251.538855,79.61065083,6657.475,105.2377529,6654.25,6713.375,980.4,5.787222624,15.76537218,12.95856044,3178.775,749.275,14.49458333,6.127499795,6.019999897
47.62250328,12562.07417,8339.624292,67.27812767,6614.475,105.2028961,6568.25,6616.625,979.325,5.883359206,15.39407195,13.62050023,3216.4,822.375,14.49458333,6.127499795,6.019999897
47.62250328,12564.54646,8344.09646,67.27812767,6583.3,105.1680393,6568.25,6738.1,976.1,5.907759476,15.38092632,12.68980942,3178.775,744.975,14.49458333,6.127499795,6.019999897
31.92751312,12574.10283,8346.138855,66.93304129,6796.15,105.1680393,6643.5,6744.55,976.1,5.924351567,15.80024948,12.78287911,3176.625,881.5,14.49458333,6.127499795,6.019999897
31.92751312,12585.72417,8341.236792,66.96790218,6643.5,105.2028961,6718.75,6662.85,976.1,5.951191556,15.74807039,13.13424177,3179.85,738.525,14.49458333,6.127499795,6.019999897
53.96494751,12578.19917,8344.6875,67.41755896,6602.65,105.2377529,6675.75,6584.375,973.95,5.931671751,15.69572318,13.58912911,3168.025,740.675,14.49458333,6.127499795,6.019999897
53.42751312,12599.0,8351.019397,67.17704296,6619.85,105.2377529,6665.0,6561.8,979.325,5.57982161,15.72625875,13.51697555,3176.625,744.975,14.49458333,6.127499795,6.019999897
21.06997375,12589.15283,8321.0375,67.10732937,6659.625,105.2028961,6471.5,6296.275,967.5,5.623253691,15.72101383,13.56821504,3197.05,738.525,14.49458333,6.127499795,6.019999897
54.60992126,12583.72429,8321.951355,77.19852772,6594.05,105.2028961,6761.75,6615.55,972.875,5.642286015,15.67330769,14.17786963,3168.025,735.3,14.49458333,6.127499795,6.019999897
54.60992126,0.0,8313.931897,67.10732937,6704.775,105.269124,6568.25,6461.825,972.875,5.671078241,15.69143989,13.41344881,3166.95,734.225,14.49458333,6.127499795,6.019999897
21.39246063,12574.58679,8286.1,67.31298447,6690.8,105.269124,6869.25,6638.125,976.1,5.188931859,15.6366245,13.26913962,3189.525,739.6,14.49458333,6.127499795,6.019999897
53.42751312,12568.40554,8284.369397,67.17704296,6802.6,105.2377529,6611.25,6429.575,977.175,5.188931859,15.54895146,13.69265482,3197.05,737.45,14.49458333,6.127499795,6.019999897
20.20998688,12555.67771,8370.369397,67.03761578,6741.325,105.2028961,6815.5,6574.7,968.575,5.102067184,15.63730626,13.23776748,3180.925,734.225,14.49458333,6.127499795,6.019999897
20.64001312,12570.07158,8383.11875,67.14218616,6805.825,105.2028961,6697.25,6520.95,969.65,5.208451664,15.30342121,12.659484,3159.425,732.075,14.49458333,6.127499795,6.019999897
20.21005249,12571.41533,8396.2875,67.27812767,6685.425,105.2028961,6858.5,6776.8,971.8,5.290436387,15.74120207,13.14469881,3157.275,735.3,14.49458333,6.127499795,6.019999897
20.53260498,12590.02417,8381.72146,80.52217245,6558.575,105.1680393,6611.25,6534.925,976.1,5.439764953,15.70731152,12.97947452,3173.4,739.6,14.49458333,6.127499795,6.019999897
22.25251312,12574.275,8379.625,67.20841408,6701.55,105.2028961,6665.0,6903.65,87.075,5.198691761,7.920715624,13.20639637,107.5,746.05,14.49458333,6.127499795,6.019999897
21.28498688,12582.55271,8398.050647,67.07247257,6817.65,105.2028961,6546.75,6890.75,683.7,5.307028222,15.08371267,12.4838037,1825.35,744.975,14.49458333,6.127499795,6.019999897
22.68253937,12570.28679,8301.15,67.48727255,6668.225,105.1331825,6783.25,6864.95,68.8,5.45440532,6.796530378,13.3360657,366.575,817.0,14.5125,6.127499795,6.019999897
21.28498688,12565.23408,8388.17146,67.24327087,6835.925,97.65977058,6654.25,12621.575,722.4,5.675958192,15.39162275,12.93764534,1936.075,742.825,14.49458333,6.127499795,6.019999897
20.20998688,12352.92158,8389.450647,77.23338451,11671.275,105.0983257,6815.5,6798.3,480.525,5.642286015,14.22919575,13.44481993,1239.475,761.1,14.49458333,6.127499795,6.019999897
17.41501312,12640.06521,8387.569397,66.96790218,7372.35,105.2028961,6697.25,6869.25,422.475,5.632526112,14.22436039,13.18129845,1076.075,741.75,14.49458333,6.127499795,6.019999897
