job_id,date_time,roast_amount_kg,1st_malt_amount_kg,2nd_malt_amount_kg,mt_temperature,mt_time,wk_temperature,wk_steam,wk_time,total_cold_wort,ph,extract,color,woc_time,whp_transfer_time,whp_rest_time,roast_color,1st_malt_color,2nd_malt_color,product
2449963088,2020-11-01 11:15:00,24.40251312,14095.44304,6074.825,66.93304129,6610.175,105.478273,6654.25,6569.325,965.35,5.57982161,15.54601067,,3148.675,733.15,14.49458333,908.375,6.127499795,6.019999897,AMST
2449968423,2020-11-17 10:17:00,21.28505249,12578.88679,8414.444397,66.90167017,6530.625,105.269124,6622.0,6495.15,981.475,5.637406063,15.65251305,,5743.725,771.85,14.49458333,908.375,6.019999897,6.019999897,AMST
2449968459,2020-11-17 12:04:00,21.28498688,12592.55,8430.526355,67.27812767,6543.525,105.269124,6589.75,6588.675,973.95,5.656925869,15.59118149,,3173.4,1194.325,14.49458333,908.375,6.019999897,6.019999897,AMST
2449968506,2020-11-17 15:45:00,53.96501312,12575.17783,8416.7125,66.96790218,6656.4,105.3737026,6611.25,6536.0,976.1,5.656925869,15.67762635,,3174.475,846.025,14.49458333,908.375,6.019999897,6.019999897,AMST
2449968535,2020-11-17 17:24:00,21.17751312,12760.61533,8418.744397,67.00275898,6641.35,105.3737026,6761.75,6612.325,973.95,5.680838144,16.06555583,,3173.4,738.525,14.49458333,908.375,6.019999897,6.019999897,AMST
2449968562,2020-11-17 20:59:00,40.52751312,12665.42429,8432.945105,66.96790218,6588.675,105.3737026,6579.0,6657.475,971.8,5.700358462,15.99828939,,3160.5,734.225,14.49458333,908.375,6.019999897,6.019999897,AMST
2449968594,2020-11-17 22:40:00,33.10998688,12667.09033,8431.268042,67.07247257,6619.85,105.3388458,6611.25,6606.95,976.1,5.738910592,15.92490354,,3372.275,736.375,14.49458333,908.375,6.019999897,6.019999897,AMST
2449968634,2020-11-18 02:02:00,20.10251312,12209.47417,8462.07771,66.90167017,6530.625,105.3737026,6794.0,6706.925,973.95,5.601293653,15.66409883,,3203.5,740.675,14.49458333,908.375,6.019999897,6.019999897,AMST
2449968766,2020-11-18 07:16:00,53.42757874,12597.925,8424.925647,67.14218616,6544.6,105.3388458,6632.75,6790.775,976.1,5.603733885,15.80778983,,3173.4,737.45,14.49458333,908.375,6.019999897,6.019999897,AMST
2449968802,2020-11-18 09:12:00,21.17757874,12475.14929,8426.226355,77.26824131,6653.175,105.269124,6589.75,6691.875,975.025,5.57982161,15.59730296,,3175.55,738.525,14.49458333,908.375,6.127499795,6.019999897,AMST
2449968835,2020-11-18 11:21:00,21.17757874,12536.86521,8430.795105,67.00275898,6633.825,105.269124,6546.75,6756.375,976.1,5.598853421,15.67784574,,3182.0,740.675,14.49458333,908.375,6.127499795,6.019999897,AMST
2449968883,2020-11-18 14:39:00,53.85753937,12538.89658,8432.3,66.93304129,6645.65,105.303989,6536.0,6501.6,976.1,5.584701562,15.80871558,,3169.1,756.8,14.49458333,908.375,6.127499795,6.019999897,AMST
2449968915,2020-11-18 16:54:00,20.425,12534.98396,8421.55,67.17704296,6683.275,105.269124,7245.5,6766.05,970.725,5.50491333,15.64366045,,3782.925,736.375,14.49458333,908.375,6.127499795,6.019999897,AMST
2449968947,2020-11-18 20:12:00,21.17757874,12512.55908,8432.8375,66.93304129,6798.3,105.3388458,6826.25,7154.125,969.65,5.606173861,15.56934832,,3763.575,738.525,14.49458333,908.375,6.127499795,6.019999897,AMST
2449968993,2020-11-18 23:36:00,19.02751312,12528.5875,8416.863147,67.17704296,6616.625,105.269124,6901.5,6672.525,973.95,5.570061195,15.35638047,,3164.8,736.375,14.49458333,908.375,6.127499795,6.019999897,AMST
2449969021,2020-11-19 01:25:00,20.53253937,12519.9875,8422.463855,67.07247257,6546.75,105.3737026,6912.25,6686.5,975.025,5.565181243,15.90301244,,3172.325,740.675,14.49458333,908.375,6.127499795,6.019999897,AMST
2449969083,2020-11-19 04:50:00,20.425,12455.97146,8428.849292,66.90167017,6724.125,105.3737026,6858.5,6756.375,973.95,5.531509066,15.84799612,,3170.175,752.5,14.49458333,908.375,6.127499795,6.019999897,AMST
2449969114,2020-11-19 08:06:00,20.64001312,12503.42158,8426.06521,66.96790218,6529.55,105.303989,6396.25,6603.725,980.4,5.45440532,15.67963266,,3175.55,739.6,14.49458333,908.375,6.127499795,6.019999897,AMST
2449969149,2020-11-19 09:51:00,54.825,12434.62158,8394.782605,67.14218616,6708.0,105.2377529,6869.25,6863.875,979.325,5.502717352,15.69171669,,3229.3,757.875,14.49458333,908.375,6.127499795,6.019999897,AMST
2449969197,2020-11-19 13:23:00,54.17996063,12586.46533,8432.3,67.07247257,6701.55,105.2377529,6718.75,6760.675,975.025,5.464165223,15.6221005,,3175.55,783.675,14.49458333,908.375,6.127499795,6.019999897,AMST
